,0
Ap2m1,0.1927891678016562
Lsp1,0.19278474656068484
Rps12,0.19276154820257932
Psma1,0.19275177131092422
Snrpb,0.19254028569790896
Fkbp3,0.19238789176246296
Uqcrq,0.1923149074336342
Gnb2,0.19186538258232613
BC031181,0.19181763880286323
Fkbp1a,0.19181648699489062
Rps24,0.1915792762241306
Snrpe,0.191575735290503
Atox1,0.19149659171856548
Serinc3,0.1912964263935671
Psmb4,0.19122073368070225
Rps12-ps3,0.1907482500616796
Tmbim6,0.19051568052265674
Cd5,0.19029164702033488
Rpl19,0.19028683984606004
Sf3b5,0.18999483323638705
Psmb9,0.18985032020517842
Rpl18,0.18980924268718954
Psap,0.18968450538008555
Vbp1,0.18963130999230057
Rpl27,0.1895609285681582
Pomp,0.18948255248718718
Ndufa11,0.18920354105687584
Ost4,0.18884456610500194
Ndufa8,0.18865128292368966
Ptpn1,0.18855168548293125
Rgcc,0.18826020569259821
Cd37,0.1880603304341948
H2-T23,0.18803320339767413
1810037I17Rik,0.18799305083536152
Tpm3,0.18759688138679062
Pkp3,0.18745525252282502
Hnrnpll,0.1874247068523732
Vdac2,0.187413170165951
Rplp1,0.18730938881179335
Vsir,0.18718269544666513
Tmem256,0.18709425546326028
Gnb2l1,0.18690496443582663
Dazap1,0.18679337752811193
Tpm3-rs7,0.18668862307211265
S100a10,0.1865297933025256
Ywhae,0.1864290277714249
Anxa11,0.18641961210962132
Psmb2,0.18627785390475687
Rpl32,0.18625948206694207
Cox7b,0.18625057700379832
Scp2,0.18612436872819593
Ssb,0.1861097742321497
Gm10709,0.18595311013138968
Naca,0.18593474555748254
Rpl31,0.1854078890227687
2310036O22Rik,0.1852607994419738
Top1,0.1851659176857959
Hnrnpa3,0.18503441231272774
Stard3nl,0.185018565847121
Eif4g2,0.18479055136543507
Psma5,0.18470239420844287
Gltscr2,0.1846622281576056
Atxn10,0.1846142549200086
Tmem128,0.18451087951875222
Nt5c,0.18447300802557973
Clta,0.18440856498336466
Srp9,0.1843688514518301
Prkch,0.1840763191516436
Rab27a,0.1839948684420174
2700060E02Rik,0.18397984540538015
Ndufa7,0.18393326387557354
Commd4,0.18390764777621404
Rpl15,0.18381643799226033
mt-Nd2,0.18380573548383275
Sugt1,0.1836689182478526
S100a6,0.18366637338808162
Tmed9,0.18364750040113914
Rps16,0.18351540770085484
Ube2b,0.1833994476563374
Rpl28,0.18338996369914667
Rpl10a,0.183338651129043
Dynll1,0.18270590309530477
Gabarap,0.18265975010932325
Serbp1,0.18256979676753304
Ehd1,0.1825394414475324
Rpl27a,0.18244818851536676
Snrpd1,0.18233924739528543
Tmem167,0.18224105059579263
Ghitm,0.18221390735197296
Ndufc1,0.18211667252911293
Zmat5,0.1820119004286781
Azin1,0.18194283015790197
Tkt,0.18184165371612673
Prelid1,0.1816769848184651
Mdh1,0.1816536699821524
Srsf3,0.1816469016129626
Rpl9,0.18146972913114182
Snx6,0.1812576151244093
Rpl7a,0.18121455417783258
Acadl,0.18116488194337566
Rpl36al,0.1811187405312521
Psmb8,0.18110270866601058
Ctsa,0.18105201889334763
Rplp2,0.1807842912554337
Ndufb11,0.18060504404658942
Ppp1r14b,0.18057202294626326
Rpl4,0.18054757921832218
Rbm3,0.18050054514976177
Tank,0.18029367023412185
Rpl35a,0.18019969983829176
Rps3,0.18013522609235774
Rps14,0.18011999108210092
Pabpc1,0.18007682840783812
Hnrnpk,0.17969568614681972
Med28,0.17936057593744362
Rab7,0.17933199327972585
Atpif1,0.17928849041590694
Paip2,0.17916890666945084
Prdx1,0.17897589198203406
Myeov2,0.17887354666509875
Bhlhe40,0.1788355775861272
Brk1,0.17873494951031182
Sys1,0.17864876169032337
Rpl6,0.17848232639940984
Pdia3,0.17834174304097897
Rps10,0.17822311544308736
Rps27a,0.17784141230764822
Esd,0.1778143973383776
Rpl30,0.17773127054873417
Impa2,0.17761387190943168
Ndufv2,0.17760315434273347
Sepw1,0.17756081273334015
H2afj,0.17756071605632384
Rpl26,0.17750368785493476
Rpl13,0.1770958171926667
Aurkaip1,0.17703140675595302
Edf1,0.17690731801392232
Snrpg,0.17682755566613692
Eea1,0.1767376640375584
Rpl10,0.17659585364291255
Ptp4a2,0.17657492762203122
Zfand6,0.17656902690013257
Capns1,0.17647828626529888
Actr10,0.1764382123598205
Rps8,0.17631025813390203
Tecr,0.1763068195037296
Rps15,0.17629722890524377
Ltb,0.17628976054438533
Serp1,0.1762269339070691
Lcp2,0.17606100012554157
Mis18a,0.17590943702633957
Hnrnpf,0.17579681853512516
Rer1,0.17569705734453567
H2afv,0.17555616511166844
Stat4,0.17546658342811797
Skap1,0.17532103964175108
Rps23,0.1752838055491359
Bub3,0.17524877245600437
Sh2d1a,0.17514909697995892
Krtcap2,0.17512778142652538
Med30,0.17507883686851106
Rps5,0.1750709967529821
Rps9,0.1750426442001977
Rps13,0.17504023915550446
Tsc22d4,0.17491948322698433
Rps3a1,0.1747876766461648
Rpl23,0.17464044331209191
Mapre1,0.17457443217919372
Tmem14c,0.17446593695701657
Cycs,0.17437464581740725
Hnrnpa2b1,0.17436566758497146
Ran,0.17429499933504153
Cetn2,0.17425208384289
Mien1,0.17425078341955436
Plscr1,0.17409959269755523
Dek,0.1739655707139947
Dctn3,0.17386469772557817
Mrfap1,0.1737451235999763
Pld3,0.173555457857694
Jak1,0.1735194836360009
Rpl37,0.17349060955613144
Fyb,0.17333627129411908
Arpp19,0.17294113875843345
Ndufb5,0.17283190211140276
Rpl6l,0.17268970771042566
Sep15,0.1726493299454702
Rps21,0.1726055373930929
Atp5g2,0.1725509019732278
Psma3,0.17246459690283805
Sap18,0.17215568945585483
Hint1,0.17212620951295404
Rpl11,0.1720234339910727
Exosc8,0.17192963822218366
Angptl2,0.17167169021255294
Itk,0.17153921184965867
Rpl24,0.17149170880400658
Ypel3,0.171335052391581
Ndufs4,0.17130332697026646
Rps6,0.171274169056618
Rtn3,0.17124611415165067
Nxt1,0.17119585259118847
Hnrnpc,0.17119183869408747
Psmc3,0.17105069958268268
Cct5,0.17103094532489893
Timm17b,0.17102949131176404
Ppp4c,0.17085680576992388
AI662270,0.17072524826594063
Plgrkt,0.17070295424560555
Cyth4,0.17051984777824367
Mrps12,0.17049972852349052
Sin3b,0.17045220799146074
Ccl4,0.17010693392905527
Mpc1,0.170031022353605
Sec11c,0.16990101040183006
Cd53,0.16989641324302834
Serpinb6a,0.16985466994636791
Nol10,0.16973123973681675
Ppp1r18,0.16971575855260979
Ptprc,0.16961289260220128
Psmd13,0.16953152508112382
Ywhaz,0.16942987234120319
Mrpl18,0.16928694681831866
Tmco1,0.169276484803124
Letm1,0.16918601706332073
Ndufb2,0.1691560672541697
Cs,0.16913166530177987
Ndufs2,0.16907035099397336
Mrps21,0.1690155291017401
Cd6,0.16897407576251158
Psme1,0.16886251344278905
Ndufab1,0.16866193957170986
Psmd6,0.16860599707492183
Ets1,0.16848635091872236
Rps26,0.16828529797695796
Ube2d2a,0.16828111408036112
Reep5,0.1681031617557299
Cbx3,0.16802003945799635
Dnajc9,0.16800030501771232
Rab8b,0.16797579124868228
Ndufs7,0.167963286538526
Eif3i,0.1679570607163364
Ttc39c,0.16775630919774387
Elmo1,0.16774888252209727
Mrps16,0.1677042175158863
Capza1,0.167641719209301
Ccl3,0.16749713662299062
Ndufv3,0.1674238095692805
Bcap31,0.16734236340678374
Tnfrsf4,0.16729900025184616
Gpx4,0.167279974618
Spry1,0.16725922391510012
Pstpip1,0.16716586702501118
Raly,0.16714141546316527
Tbc1d4,0.16693574696956356
Eef1b2,0.1668871932782787
Plekhb2,0.1666570971290131
Celf2,0.16659745258746242
Arf6,0.16654561210226268
Emd,0.16645519808410728
Wbp5,0.16633667454056078
Pdcd10,0.16625872166913663
Npc2,0.16620963956543774
Crem,0.16610345549213865
Mta2,0.16607267253693306
Cdca4,0.16597447612652458
Lsm8,0.16597164736564723
Uqcr11,0.1659706294216062
Uba52,0.16595260547331528
Cct7,0.1658053472214912
Ppp1r11,0.16575856612034098
Pgls,0.16567944429918585
Eif3f,0.16563225948489096
Wbp4,0.16556969617935097
Rps4x,0.1655504059300385
Psmc2,0.16540113465184006
Srp72,0.16535155798572945
Crip1,0.16533980424702555
H2afz,0.1653146366096562
Ier3ip1,0.16521533558718982
Psmb7,0.1651955674580149
Myo1f,0.1650835929244357
Fkbp8,0.16500900153036507
Tgfb1,0.164912043077979
Grcc10,0.1648421216210262
Snrpd2,0.16482482150250174
Cox7a2l,0.1648044793359357
Higd1a,0.1647399752454541
Rpl23a-ps3,0.16464613617398222
Manf,0.1643767166549018
Rpl35,0.16429888842317156
Ufc1,0.16428164410392437
Tram1,0.16424213170986046
Sept6,0.16407295646928538
Aco2,0.16406481902220435
Actr2,0.16390251061849173
U2af1,0.1638627642074267
Ap1s2,0.16383453016529526
Stip1,0.16383361709934774
Lsm5,0.16377395489006744
Surf4,0.16376528822866504
Smarca5,0.1636303784360819
Ube2s,0.1635360979932836
Chmp2a,0.16350654691012792
2410015M20Rik,0.163403186616233
Slc25a11,0.16339480076036933
Bak1,0.16326299420539167
Gosr2,0.16322556410891567
Hprt,0.163171234011575
Twf2,0.163141639649164
Stra13,0.16308677116728812
Ndfip1,0.1628530426786829
Saraf,0.16272115114923213
Prpf40a,0.16262239789920793
Phf5a,0.16253964936544824
Sf3b2,0.16248594385009493
Rpl17,0.16244151441386026
Ndufs6,0.1623639066986164
Rel,0.16225030039996513
Lsm4,0.16224717983409057
Mif4gd,0.162210070581434
Slfn2,0.16197535669395555
Ssr2,0.16184248340450982
Trpv2,0.1618140101436922
Cwc15,0.1617108563432895
Ssna1,0.16169847843464888
Snrpf,0.16162636521629747
Gadd45b,0.1616019297706946
Osbpl9,0.16155099454799482
S100a11,0.16149153963115392
Oxct1,0.16148232754446148
Lat,0.161452521880308
Cks2,0.16129313392798522
Lsm6,0.16124415885500926
Puf60,0.1612334714796614
Tagln2,0.16122270197580285
AW112010,0.16116021610413517
Bud31,0.16106274002054327
Cmc2,0.16079162727756197
Cib2,0.16074612718429077
Fam173a,0.16069582146401198
Hnrnpab,0.16064926642763558
Cct2,0.1606492192199334
Rock1,0.16060478662892738
Plek,0.160604195817901
Tnfsf14,0.160508659367353
Rpl8,0.16045781882122287
Rps25,0.16039028448589354
Pdia6,0.1603455577939076
Rpl3,0.16031874154993084
Pfdn4,0.16028892930592376
Nmt1,0.16022141960562564
Rrp1,0.16018425305862616
Gm9843,0.15977804306136556
Por,0.1597500129042299
BC021614,0.15970816853355654
Capza2,0.1596962736072905
Tbca,0.1596667287721915
Acp5,0.15965786228843679
Uqcrfs1,0.1593245720583184
Polr2c,0.15929897829147133
Gltp,0.15923875601288753
Eno1,0.15911213420356415
Ebp,0.1587530638715295
Trappc1,0.1586731300571106
Bre,0.158590679519163
Rps27l,0.1585867818092905
Isy1,0.1583370093464115
Eif4h,0.15832786271268137
Cisd2,0.15829084516548453
Rps20,0.15825440930489434
Anp32e,0.1580460510212494
Aip,0.15804024026515578
Rfc2,0.15797205826873587
Churc1,0.15793842684276804
Hsp90ab1,0.1579157788991832
Pafah1b1,0.1578615988582153
Sdhb,0.1578016983993349
Nfkbia,0.15779272700409339
Naa38,0.1576727675014212
Calr,0.15765247152156095
Pfdn5,0.15740613082241595
Dynlrb1,0.15740470880237037
Rps11,0.15739735169484487
Polr2g,0.15737808826270933
Ntan1,0.1572088452208163
Dgkz,0.15719326015001028
Rpl22,0.15717725469655053
Sh3kbp1,0.15705221010121342
Shisa5,0.15701122494904204
Gm10093,0.15691490142801753
Mrpl52,0.15677852316682386
Atp6v1g1,0.15673382335781022
Rpl21,0.15670714220385193
Mrps18c,0.156704534793061
Sdf4,0.15662795444284386
Hmgn2,0.15660284966556504
Ndufa12,0.1565643660143663
Cmpk1,0.15654184828889164
Casp8ap2,0.15641419164752368
Gm10260,0.15626983533869956
Hsbp1,0.15596199141809627
Polr2k,0.1559404781753888
Slbp,0.15591238427400897
Bax,0.1557359440300736
Sla,0.1557194099431356
Arpc5l,0.155717744564411
Eif3e,0.1556338554778772
Zmat2,0.1555373421562988
Fam174a,0.15543316119838374
Sf3b6,0.15533263958613988
Flot1,0.15503669520260957
Fermt3,0.1549445438784375
Fam92a,0.15490504465996968
Bnip3l,0.15482497463943334
Sf3b1,0.15468513950750495
Hdac1,0.15452116466432317
Afg3l1,0.15442500839198067
Stmn1,0.15436381939829094
Fundc2,0.15433415016715385
Nudt21,0.15431195444091908
Arsb,0.15427383063403532
Tox2,0.1541619775212329
Rps2,0.1540714484628196
Kdm2b,0.15405629713051444
Actb,0.15404312710567108
Coro1b,0.15376860502263318
Rbm39,0.15373164143549103
Psma4,0.15353260521552964
Ndufb10,0.1532689435682136
Bcl10,0.1532257620212552
Ehd4,0.153109536542702
Ppih,0.15308698804253137
Ptpn6,0.153029386784741
Cd27,0.15302645576068863
Adipor1,0.15300399386039276
Iqgap1,0.15288212103128465
Pgam1,0.15280888821498106
Rnf114,0.15275324318174005
Wnk1,0.15272087100151996
Rftn1,0.1526075151261027
Cntrl,0.1525155799289948
Gpr171,0.15242749225027918
Ikzf3,0.15242217502658983
Ptger2,0.1524019745895294
Rhog,0.1523759463546839
Atg3,0.1523031638434872
Vdac3,0.1522759628963543
Eif6,0.1522683475798971
Cd38,0.1521970285538189
1110008P14Rik,0.15214275482081524
Hnrnpa1,0.15207966799630562
Ssr4,0.152048630873056
Gpr65,0.15196574441762684
Rps19,0.15196262886020878
Atp5g1,0.1517363247130341
Bola2,0.1517057687494346
Metap2,0.15169327912039848
Rpl10-ps3,0.1516529618492299
Lgals3bp,0.15162251356555992
Rpl36a,0.15161833124110174
Cdc37,0.15160442899544183
Tcf3,0.1515919756369661
Tap2,0.15154530962024468
Eif3d,0.15153888326788076
Mrpl30,0.1514058375902053
Nap1l1,0.15136983501849113
Ssrp1,0.15134929768023192
Akr1b3,0.1513136979825955
Rab11a,0.15128294182946947
Tmem59,0.15113505614163328
Aes,0.15103400654486335
Mrpl54,0.15101021046703694
Xist,0.15098598770828447
Rps18,0.15086471408080496
Pcbp2,0.1508315172642476
Rnaseh2c,0.15074011735078605
Litaf,0.15072826954102964
Ssbp1,0.1507112803323406
Anp32a,0.15068434272401238
1110004F10Rik,0.15068341841919133
Ppp1cc,0.1506816163501333
Gm9493,0.15066838816006262
Swi5,0.15058928076978423
Pcna,0.1505699231148954
Ube2f,0.15054837665855014
Mrpl57,0.1504658435200298
Ciapin1,0.1503922695042736
Hsp90aa1,0.15035547666601826
Scand1,0.15014159237916663
Hadhb,0.15010818934172693
Rbbp7,0.1500439695285403
Eif3c,0.1499949878342275
Ube2g2,0.14999074828662415
Fgfr1op2,0.1498099474698364
Pdcd6ip,0.14980032718902112
Lamtor1,0.1497867642416488
Dnaja2,0.14977133245490873
Junb,0.14974101144816515
Ctsw,0.14966714960356678
Lrmp,0.14961224323036126
Map2k2,0.14957626435355614
Bcas2,0.14955308659158292
Psmd11,0.14955205729794527
Acaa1a,0.14951048827382424
Sf1,0.1494816409471155
Timm8b,0.14942026923934978
Timm13,0.14935725046518752
Wasf2,0.1493031180962049
Ankrd12,0.1492681014937643
Mtpn,0.14917152585279222
Mrpl43,0.1489961416092862
Polr2j,0.14895125615459123
Sra1,0.1488328450611132
Erh,0.14880593797553118
Mlx,0.14878106389848367
Cd200,0.14874733447823762
Cd44,0.14856627486973914
Msn,0.1485541394578392
Cmip,0.14848707877931766
Copb1,0.1484045891983858
Tomm22,0.1483316337078058
Eif3m,0.14832448201124346
Ddx1,0.14823624822910528
Mthfs,0.14820206954237172
Cyc1,0.14813568680537603
Rhof,0.14812431291183686
Etfb,0.1480871036877251
Ms4a6b,0.1480483828458104
Commd3,0.14801351139832944
Nop10,0.1479705705350321
Rnh1,0.14784928332626926
Dcun1d1,0.14780853434162816
Itm2c,0.14766339295164566
Rpl13-ps3,0.14761707426588594
Msrb1,0.1475986947333428
Rpp21,0.14753838922548954
Rpl14,0.1475092006936792
Rpl5,0.14747434263546877
Il2rb,0.14746738544547114
Mapre2,0.14744996164570104
H13,0.14743661515034082
Tbc1d10c,0.14736193564282168
Atp6v1d,0.14734925445020056
Sar1b,0.14731976127700336
Emp3,0.1471988569966213
Sdf2,0.1471122536043191
Txnl1,0.14708917550002887
Srrm2,0.14703530740562581
Bscl2,0.14699443342580215
Pla2g16,0.1469212353895939
Psmc5,0.14689356866801243
Mkrn1,0.14676793945894134
Tmem234,0.14670092182384556
Sytl2,0.14669780488382675
Trappc4,0.14667451599432282
Rpl9-ps6,0.1466670891045644
Nr4a3,0.1465746169486249
Nfatc1,0.14652379067013702
Arf4,0.1463732874993702
Psme2,0.1463117019690327
Vcp,0.14627628056938274
Gpaa1,0.1462755900012294
Gsto1,0.14620478943445658
Sae1,0.14603907804999078
Tapbp,0.14601943811748055
Ubxn1,0.14600340664679368
Rrp7a,0.14593173277774663
Hcfc1r1,0.1459105445006588
Csk,0.14585757154804613
Pdcl3,0.14579419493537296
Csnk1d,0.14578661280533714
Pak2,0.14576189473199308
Ahsa1,0.14573309628493822
Gpsm3,0.1457188194372015
Rtfdc1,0.14551947486272812
Rps28,0.14544704485547705
Tmsb10,0.1454389027177777
Adrm1,0.1454171356457245
Ndufa6,0.1453872032595536
Dnajc3,0.14535172153750206
Rab10,0.14533570824693418
Rab11b,0.1453199718087257
Fhl2,0.14528439937749107
Strap,0.1452449984877843
Ndufc2,0.14524416071475613
Yeats4,0.14517950401304977
Papola,0.14496633659353123
Borcs8,0.1448631163120768
Hnrnpu,0.14485603234675426
Psmc4,0.14484948993879543
Utp3,0.14484658910591308
Erp44,0.14480076908688388
Nhp2l1,0.14475142423154302
Smc1a,0.1447237726454999
Psma7,0.14466555867377423
Mtch2,0.14457433010643136
Mcm6,0.1445142322963731
Aamp,0.144497568944027
Ubxn4,0.14448408189114878
Atxn7l3b,0.14446745810482836
Ndufa10,0.14446357283451244
Sfr1,0.1444616008797529
Sh2d2a,0.14439219450231913
Atp1a1,0.14433590581383668
Pfdn1,0.1443128433852377
Tbcb,0.1442878619438087
Fundc1,0.1442211265623329
Evi2a,0.1442076113375109
Nr4a2,0.14419410268525748
H2afx,0.14416790253965742
Wdr89,0.14416185322460331
Pdcd5,0.14408188979322906
Sh3glb1,0.14408091160318387
Def6,0.14398913787375314
Rdx,0.14382559494243857
Ascl2,0.14381734554162245
Cnbp,0.14380014235932276
Tcp1,0.14378597749253172
Nucb1,0.14370896248043183
Osbpl3,0.14360564836034298
Rps29,0.1434593605320134
Ergic3,0.14340307155784535
Sema7a,0.1433216795667796
Rpl12,0.14330834875460063
Nr4a1,0.14324711834570358
Dera,0.1432312867690775
Zcrb1,0.14323004161226988
Ftl1,0.14308128284166094
Ppdpf,0.14304930639224217
Eif4e2,0.14299352468593662
Anapc5,0.14292319027985187
Srsf11,0.14287253448809523
Fam96b,0.14275651185033625
Sirt2,0.14274919291794053
Txndc9,0.1427176288738592
Zfp706,0.14271724212026987
2810417H13Rik,0.14269613453536395
Pfkp,0.14259886245594047
1110059G10Rik,0.14259560307256205
Ass1,0.14255316800435855
Ppp2r1a,0.1424385134475556
